buying;maintenance;doors;persons;luggage_boot;safety;class
low/med;low/med;2-3;4;big;high;vgood
low/med;low/med;4+;more;small;high;good
vhigh/high;vhigh/high;2-3;2;small;low;unacc
vhigh/high;low/med;2-3;more;med;med;acc
vhigh/high;vhigh/high;2-3;2;small;med;unacc
vhigh/high;vhigh/high;2-3;2;small;high;unacc
vhigh/high;vhigh/high;2-3;2;med;low;unacc
vhigh/high;vhigh/high;2-3;2;med;med;unacc
vhigh/high;vhigh/high;2-3;2;med;high;unacc
vhigh/high;vhigh/high;2-3;2;big;low;unacc
vhigh/high;vhigh/high;2-3;2;big;med;unacc
vhigh/high;vhigh/high;2-3;2;big;high;unacc
vhigh/high;vhigh/high;2-3;4;small;low;unacc
vhigh/high;vhigh/high;2-3;4;small;med;unacc
vhigh/high;vhigh/high;2-3;4;small;high;unacc
vhigh/high;vhigh/high;2-3;4;med;low;unacc
vhigh/high;vhigh/high;2-3;4;med;med;unacc
vhigh/high;vhigh/high;2-3;4;med;high;unacc
vhigh/high;vhigh/high;2-3;4;big;low;unacc
vhigh/high;vhigh/high;2-3;4;big;med;unacc
vhigh/high;vhigh/high;2-3;4;big;high;unacc
vhigh/high;vhigh/high;2-3;more;small;low;unacc
vhigh/high;vhigh/high;2-3;more;small;med;unacc
vhigh/high;vhigh/high;2-3;more;small;high;unacc
vhigh/high;vhigh/high;2-3;more;med;low;unacc
vhigh/high;vhigh/high;2-3;more;med;med;unacc
vhigh/high;vhigh/high;2-3;more;med;high;unacc
vhigh/high;vhigh/high;2-3;more;big;low;unacc
vhigh/high;vhigh/high;2-3;more;big;med;unacc
vhigh/high;vhigh/high;2-3;more;big;high;unacc
vhigh/high;vhigh/high;2-3;2;small;low;unacc
vhigh/high;vhigh/high;2-3;2;small;med;unacc
vhigh/high;vhigh/high;2-3;2;small;high;unacc
vhigh/high;vhigh/high;2-3;2;med;low;unacc
vhigh/high;vhigh/high;2-3;2;med;med;unacc
vhigh/high;vhigh/high;2-3;2;med;high;unacc
vhigh/high;vhigh/high;2-3;2;big;low;unacc
vhigh/high;vhigh/high;2-3;2;big;med;unacc
vhigh/high;vhigh/high;2-3;2;big;high;unacc
vhigh/high;vhigh/high;2-3;4;small;low;unacc
vhigh/high;vhigh/high;2-3;4;small;med;unacc
vhigh/high;vhigh/high;2-3;4;small;high;unacc
vhigh/high;vhigh/high;2-3;4;med;low;unacc
vhigh/high;vhigh/high;2-3;4;med;med;unacc
vhigh/high;vhigh/high;2-3;4;med;high;unacc
vhigh/high;vhigh/high;2-3;4;big;low;unacc
vhigh/high;vhigh/high;2-3;4;big;med;unacc
vhigh/high;vhigh/high;2-3;4;big;high;unacc
vhigh/high;vhigh/high;2-3;more;small;low;unacc
vhigh/high;vhigh/high;2-3;more;small;med;unacc
vhigh/high;vhigh/high;2-3;more;small;high;unacc
vhigh/high;vhigh/high;2-3;more;med;low;unacc
vhigh/high;vhigh/high;2-3;more;med;med;unacc
vhigh/high;vhigh/high;2-3;more;med;high;unacc
vhigh/high;vhigh/high;2-3;more;big;low;unacc
vhigh/high;vhigh/high;2-3;more;big;med;unacc
vhigh/high;vhigh/high;2-3;more;big;high;unacc
vhigh/high;vhigh/high;4+;2;small;low;unacc
vhigh/high;vhigh/high;4+;2;small;med;unacc
vhigh/high;vhigh/high;4+;2;small;high;unacc
vhigh/high;vhigh/high;4+;2;med;low;unacc
vhigh/high;vhigh/high;4+;2;med;med;unacc
vhigh/high;vhigh/high;4+;2;med;high;unacc
vhigh/high;vhigh/high;4+;2;big;low;unacc
vhigh/high;vhigh/high;4+;2;big;med;unacc
vhigh/high;vhigh/high;4+;2;big;high;unacc
vhigh/high;vhigh/high;4+;4;small;low;unacc
vhigh/high;vhigh/high;4+;4;small;med;unacc
vhigh/high;vhigh/high;4+;4;small;high;unacc
vhigh/high;vhigh/high;4+;4;med;low;unacc
vhigh/high;vhigh/high;4+;4;med;med;unacc
vhigh/high;vhigh/high;4+;4;med;high;unacc
vhigh/high;vhigh/high;4+;4;big;low;unacc
vhigh/high;vhigh/high;4+;4;big;med;unacc
vhigh/high;vhigh/high;4+;4;big;high;unacc
vhigh/high;vhigh/high;4+;more;small;low;unacc
vhigh/high;vhigh/high;4+;more;small;med;unacc
vhigh/high;vhigh/high;4+;more;small;high;unacc
vhigh/high;vhigh/high;4+;more;med;low;unacc
vhigh/high;vhigh/high;4+;more;med;med;unacc
vhigh/high;vhigh/high;4+;more;med;high;unacc
vhigh/high;vhigh/high;4+;more;big;low;unacc
vhigh/high;vhigh/high;4+;more;big;med;unacc
vhigh/high;vhigh/high;4+;more;big;high;unacc
vhigh/high;vhigh/high;4+;2;small;low;unacc
vhigh/high;vhigh/high;4+;2;small;med;unacc
vhigh/high;vhigh/high;4+;2;small;high;unacc
vhigh/high;vhigh/high;4+;2;med;low;unacc
vhigh/high;vhigh/high;4+;2;med;med;unacc
vhigh/high;vhigh/high;4+;2;med;high;unacc
vhigh/high;vhigh/high;4+;2;big;low;unacc
vhigh/high;vhigh/high;4+;2;big;med;unacc
vhigh/high;vhigh/high;4+;2;big;high;unacc
vhigh/high;vhigh/high;4+;4;small;low;unacc
vhigh/high;vhigh/high;4+;4;small;med;unacc
vhigh/high;vhigh/high;4+;4;small;high;unacc
vhigh/high;vhigh/high;4+;4;med;low;unacc
vhigh/high;vhigh/high;4+;4;med;med;unacc
vhigh/high;vhigh/high;4+;4;med;high;unacc
vhigh/high;vhigh/high;4+;4;big;low;unacc
vhigh/high;vhigh/high;4+;4;big;med;unacc
vhigh/high;vhigh/high;4+;4;big;high;unacc
vhigh/high;vhigh/high;4+;more;small;low;unacc
vhigh/high;vhigh/high;4+;more;small;med;unacc
vhigh/high;vhigh/high;4+;more;small;high;unacc
vhigh/high;vhigh/high;4+;more;med;low;unacc
vhigh/high;vhigh/high;4+;more;med;med;unacc
vhigh/high;vhigh/high;4+;more;med;high;unacc
vhigh/high;vhigh/high;4+;more;big;low;unacc
vhigh/high;vhigh/high;4+;more;big;med;unacc
vhigh/high;vhigh/high;4+;more;big;high;unacc
vhigh/high;vhigh/high;2-3;2;small;low;unacc
vhigh/high;vhigh/high;2-3;2;small;med;unacc
vhigh/high;vhigh/high;2-3;2;small;high;unacc
vhigh/high;vhigh/high;2-3;2;med;low;unacc
vhigh/high;vhigh/high;2-3;2;med;med;unacc
vhigh/high;vhigh/high;2-3;2;med;high;unacc
vhigh/high;vhigh/high;2-3;2;big;low;unacc
vhigh/high;vhigh/high;2-3;2;big;med;unacc
vhigh/high;vhigh/high;2-3;2;big;high;unacc
vhigh/high;vhigh/high;2-3;4;small;low;unacc
vhigh/high;vhigh/high;2-3;4;small;med;unacc
vhigh/high;vhigh/high;2-3;4;small;high;unacc
vhigh/high;vhigh/high;2-3;4;med;low;unacc
vhigh/high;vhigh/high;2-3;4;med;med;unacc
vhigh/high;vhigh/high;2-3;4;med;high;unacc
vhigh/high;vhigh/high;2-3;4;big;low;unacc
vhigh/high;vhigh/high;2-3;4;big;med;unacc
vhigh/high;vhigh/high;2-3;4;big;high;unacc
vhigh/high;vhigh/high;2-3;more;small;low;unacc
vhigh/high;vhigh/high;2-3;more;small;med;unacc
vhigh/high;vhigh/high;2-3;more;small;high;unacc
vhigh/high;vhigh/high;2-3;more;med;low;unacc
vhigh/high;vhigh/high;2-3;more;med;med;unacc
vhigh/high;vhigh/high;2-3;more;med;high;unacc
vhigh/high;vhigh/high;2-3;more;big;low;unacc
vhigh/high;vhigh/high;2-3;more;big;med;unacc
vhigh/high;vhigh/high;2-3;more;big;high;unacc
vhigh/high;vhigh/high;2-3;2;small;low;unacc
vhigh/high;vhigh/high;2-3;2;small;med;unacc
vhigh/high;vhigh/high;2-3;2;small;high;unacc
vhigh/high;vhigh/high;2-3;2;med;low;unacc
vhigh/high;vhigh/high;2-3;2;med;med;unacc
vhigh/high;vhigh/high;2-3;2;med;high;unacc
vhigh/high;vhigh/high;2-3;2;big;low;unacc
vhigh/high;vhigh/high;2-3;2;big;med;unacc
vhigh/high;vhigh/high;2-3;2;big;high;unacc
vhigh/high;vhigh/high;2-3;4;small;low;unacc
vhigh/high;vhigh/high;2-3;4;small;med;unacc
vhigh/high;vhigh/high;2-3;4;small;high;unacc
vhigh/high;vhigh/high;2-3;4;med;low;unacc
vhigh/high;vhigh/high;2-3;4;med;med;unacc
vhigh/high;vhigh/high;2-3;4;med;high;unacc
vhigh/high;vhigh/high;2-3;4;big;low;unacc
vhigh/high;vhigh/high;2-3;4;big;med;unacc
vhigh/high;vhigh/high;2-3;4;big;high;unacc
vhigh/high;vhigh/high;2-3;more;small;low;unacc
vhigh/high;vhigh/high;2-3;more;small;med;unacc
vhigh/high;vhigh/high;2-3;more;small;high;unacc
vhigh/high;vhigh/high;2-3;more;med;low;unacc
vhigh/high;vhigh/high;2-3;more;med;med;unacc
vhigh/high;vhigh/high;2-3;more;med;high;unacc
vhigh/high;vhigh/high;2-3;more;big;low;unacc
vhigh/high;vhigh/high;2-3;more;big;med;unacc
vhigh/high;vhigh/high;2-3;more;big;high;unacc
vhigh/high;vhigh/high;4+;2;small;low;unacc
vhigh/high;vhigh/high;4+;2;small;med;unacc
vhigh/high;vhigh/high;4+;2;small;high;unacc
vhigh/high;vhigh/high;4+;2;med;low;unacc
vhigh/high;vhigh/high;4+;2;med;med;unacc
vhigh/high;vhigh/high;4+;2;med;high;unacc
vhigh/high;vhigh/high;4+;2;big;low;unacc
vhigh/high;vhigh/high;4+;2;big;med;unacc
vhigh/high;vhigh/high;4+;2;big;high;unacc
vhigh/high;vhigh/high;4+;4;small;low;unacc
vhigh/high;vhigh/high;4+;4;small;med;unacc
vhigh/high;vhigh/high;4+;4;small;high;unacc
vhigh/high;vhigh/high;4+;4;med;low;unacc
vhigh/high;vhigh/high;4+;4;med;med;unacc
vhigh/high;vhigh/high;4+;4;med;high;unacc
vhigh/high;vhigh/high;4+;4;big;low;unacc
vhigh/high;vhigh/high;4+;4;big;med;unacc
vhigh/high;vhigh/high;4+;4;big;high;unacc
vhigh/high;vhigh/high;4+;more;small;low;unacc
vhigh/high;vhigh/high;4+;more;small;med;unacc
vhigh/high;vhigh/high;4+;more;small;high;unacc
vhigh/high;vhigh/high;4+;more;med;low;unacc
vhigh/high;vhigh/high;4+;more;med;med;unacc
vhigh/high;vhigh/high;4+;more;med;high;unacc
vhigh/high;vhigh/high;4+;more;big;low;unacc
vhigh/high;vhigh/high;4+;more;big;med;unacc
vhigh/high;vhigh/high;4+;more;big;high;unacc
vhigh/high;vhigh/high;4+;2;small;low;unacc
vhigh/high;vhigh/high;4+;2;small;med;unacc
vhigh/high;vhigh/high;4+;2;small;high;unacc
vhigh/high;vhigh/high;4+;2;med;low;unacc
vhigh/high;vhigh/high;4+;2;med;med;unacc
vhigh/high;vhigh/high;4+;2;med;high;unacc
vhigh/high;vhigh/high;4+;2;big;low;unacc
vhigh/high;vhigh/high;4+;2;big;med;unacc
vhigh/high;vhigh/high;4+;2;big;high;unacc
vhigh/high;vhigh/high;4+;4;small;low;unacc
vhigh/high;vhigh/high;4+;4;small;med;unacc
vhigh/high;vhigh/high;4+;4;small;high;unacc
vhigh/high;vhigh/high;4+;4;med;low;unacc
vhigh/high;vhigh/high;4+;4;med;med;unacc
vhigh/high;vhigh/high;4+;4;med;high;unacc
vhigh/high;vhigh/high;4+;4;big;low;unacc
vhigh/high;vhigh/high;4+;4;big;med;unacc
vhigh/high;vhigh/high;4+;4;big;high;unacc
vhigh/high;vhigh/high;4+;more;small;low;unacc
vhigh/high;vhigh/high;4+;more;small;med;unacc
vhigh/high;vhigh/high;4+;more;small;high;unacc
vhigh/high;vhigh/high;4+;more;med;low;unacc
vhigh/high;vhigh/high;4+;more;med;med;unacc
vhigh/high;vhigh/high;4+;more;med;high;unacc
vhigh/high;vhigh/high;4+;more;big;low;unacc
vhigh/high;vhigh/high;4+;more;big;med;unacc
vhigh/high;vhigh/high;4+;more;big;high;unacc
vhigh/high;low/med;2-3;2;small;low;unacc
vhigh/high;low/med;2-3;2;small;med;unacc
vhigh/high;low/med;2-3;2;small;high;unacc
vhigh/high;low/med;2-3;2;med;low;unacc
vhigh/high;low/med;2-3;2;med;med;unacc
vhigh/high;low/med;2-3;2;med;high;unacc
vhigh/high;low/med;2-3;2;big;low;unacc
vhigh/high;low/med;2-3;2;big;med;unacc
vhigh/high;low/med;2-3;2;big;high;unacc
vhigh/high;low/med;2-3;4;small;low;unacc
vhigh/high;low/med;2-3;4;small;med;unacc
vhigh/high;low/med;2-3;4;small;high;acc
vhigh/high;low/med;2-3;4;med;low;unacc
vhigh/high;low/med;2-3;4;med;med;unacc
vhigh/high;low/med;2-3;4;med;high;acc
vhigh/high;low/med;2-3;4;big;low;unacc
vhigh/high;low/med;2-3;4;big;med;acc
vhigh/high;low/med;2-3;4;big;high;acc
vhigh/high;low/med;2-3;more;small;low;unacc
vhigh/high;low/med;2-3;more;small;med;unacc
vhigh/high;low/med;2-3;more;small;high;unacc
vhigh/high;low/med;2-3;more;med;low;unacc
vhigh/high;low/med;2-3;more;med;med;unacc
vhigh/high;low/med;2-3;more;med;high;acc
vhigh/high;low/med;2-3;more;big;low;unacc
vhigh/high;low/med;2-3;more;big;med;acc
vhigh/high;low/med;2-3;more;big;high;acc
vhigh/high;low/med;2-3;2;small;low;unacc
vhigh/high;low/med;2-3;2;small;med;unacc
vhigh/high;low/med;2-3;2;small;high;unacc
vhigh/high;low/med;2-3;2;med;low;unacc
vhigh/high;low/med;2-3;2;med;med;unacc
vhigh/high;low/med;2-3;2;med;high;unacc
vhigh/high;low/med;2-3;2;big;low;unacc
vhigh/high;low/med;2-3;2;big;med;unacc
vhigh/high;low/med;2-3;2;big;high;unacc
vhigh/high;low/med;2-3;4;small;low;unacc
vhigh/high;low/med;2-3;4;small;med;unacc
vhigh/high;low/med;2-3;4;small;high;acc
vhigh/high;low/med;2-3;4;med;low;unacc
vhigh/high;low/med;2-3;4;med;med;unacc
vhigh/high;low/med;2-3;4;med;high;acc
vhigh/high;low/med;2-3;4;big;low;unacc
vhigh/high;low/med;2-3;4;big;med;acc
vhigh/high;low/med;2-3;4;big;high;acc
vhigh/high;low/med;2-3;more;small;low;unacc
vhigh/high;low/med;2-3;more;small;med;unacc
vhigh/high;low/med;2-3;more;small;high;acc
vhigh/high;low/med;2-3;more;med;low;unacc
vhigh/high;low/med;2-3;more;med;high;acc
vhigh/high;low/med;2-3;more;big;low;unacc
vhigh/high;low/med;2-3;more;big;med;acc
vhigh/high;low/med;2-3;more;big;high;acc
vhigh/high;low/med;4+;2;small;low;unacc
vhigh/high;low/med;4+;2;small;med;unacc
vhigh/high;low/med;4+;2;small;high;unacc
vhigh/high;low/med;4+;2;med;low;unacc
vhigh/high;low/med;4+;2;med;med;unacc
vhigh/high;low/med;4+;2;med;high;unacc
vhigh/high;low/med;4+;2;big;low;unacc
vhigh/high;low/med;4+;2;big;med;unacc
vhigh/high;low/med;4+;2;big;high;unacc
vhigh/high;low/med;4+;4;small;low;unacc
vhigh/high;low/med;4+;4;small;med;unacc
vhigh/high;low/med;4+;4;small;high;acc
vhigh/high;low/med;4+;4;med;low;unacc
vhigh/high;low/med;4+;4;med;med;acc
vhigh/high;low/med;4+;4;med;high;acc
vhigh/high;low/med;4+;4;big;low;unacc
vhigh/high;low/med;4+;4;big;med;acc
vhigh/high;low/med;4+;4;big;high;acc
vhigh/high;low/med;4+;more;small;low;unacc
vhigh/high;low/med;4+;more;small;med;unacc
vhigh/high;low/med;4+;more;small;high;acc
vhigh/high;low/med;4+;more;med;low;unacc
vhigh/high;low/med;4+;more;med;med;acc
vhigh/high;low/med;4+;more;med;high;acc
vhigh/high;low/med;4+;more;big;low;unacc
vhigh/high;low/med;4+;more;big;med;acc
vhigh/high;low/med;4+;more;big;high;acc
vhigh/high;low/med;4+;2;small;low;unacc
vhigh/high;low/med;4+;2;small;med;unacc
vhigh/high;low/med;4+;2;small;high;unacc
vhigh/high;low/med;4+;2;med;low;unacc
vhigh/high;low/med;4+;2;med;med;unacc
vhigh/high;low/med;4+;2;med;high;unacc
vhigh/high;low/med;4+;2;big;low;unacc
vhigh/high;low/med;4+;2;big;med;unacc
vhigh/high;low/med;4+;2;big;high;unacc
vhigh/high;low/med;4+;4;small;low;unacc
vhigh/high;low/med;4+;4;small;med;unacc
vhigh/high;low/med;4+;4;small;high;acc
vhigh/high;low/med;4+;4;med;low;unacc
vhigh/high;low/med;4+;4;med;med;acc
vhigh/high;low/med;4+;4;med;high;acc
vhigh/high;low/med;4+;4;big;low;unacc
vhigh/high;low/med;4+;4;big;med;acc
vhigh/high;low/med;4+;4;big;high;acc
vhigh/high;low/med;4+;more;small;low;unacc
vhigh/high;low/med;4+;more;small;med;unacc
vhigh/high;low/med;4+;more;small;high;acc
vhigh/high;low/med;4+;more;med;low;unacc
vhigh/high;low/med;4+;more;med;med;acc
vhigh/high;low/med;4+;more;med;high;acc
vhigh/high;low/med;4+;more;big;low;unacc
vhigh/high;low/med;4+;more;big;med;acc
vhigh/high;low/med;4+;more;big;high;acc
vhigh/high;low/med;2-3;2;small;low;unacc
vhigh/high;low/med;2-3;2;small;med;unacc
vhigh/high;low/med;2-3;2;small;high;unacc
vhigh/high;low/med;2-3;2;med;low;unacc
vhigh/high;low/med;2-3;2;med;med;unacc
vhigh/high;low/med;2-3;2;med;high;unacc
vhigh/high;low/med;2-3;2;big;low;unacc
vhigh/high;low/med;2-3;2;big;med;unacc
vhigh/high;low/med;2-3;2;big;high;unacc
vhigh/high;low/med;2-3;4;small;low;unacc
vhigh/high;low/med;2-3;4;small;med;unacc
vhigh/high;low/med;2-3;4;small;high;acc
vhigh/high;low/med;2-3;4;med;low;unacc
vhigh/high;low/med;2-3;4;med;med;unacc
vhigh/high;low/med;2-3;4;med;high;acc
vhigh/high;low/med;2-3;4;big;low;unacc
vhigh/high;low/med;2-3;4;big;med;acc
vhigh/high;low/med;2-3;4;big;high;acc
vhigh/high;low/med;2-3;more;small;low;unacc
vhigh/high;low/med;2-3;more;small;med;unacc
vhigh/high;low/med;2-3;more;small;high;unacc
vhigh/high;low/med;2-3;more;med;low;unacc
vhigh/high;low/med;2-3;more;med;med;unacc
vhigh/high;low/med;2-3;more;med;high;acc
vhigh/high;low/med;2-3;more;big;low;unacc
vhigh/high;low/med;2-3;more;big;med;acc
vhigh/high;low/med;2-3;more;big;high;acc
vhigh/high;low/med;2-3;2;small;low;unacc
vhigh/high;low/med;2-3;2;small;med;unacc
vhigh/high;low/med;2-3;2;small;high;unacc
vhigh/high;low/med;2-3;2;med;low;unacc
vhigh/high;low/med;2-3;2;med;med;unacc
vhigh/high;low/med;2-3;2;med;high;unacc
vhigh/high;low/med;2-3;2;big;low;unacc
vhigh/high;low/med;2-3;2;big;med;unacc
vhigh/high;low/med;2-3;2;big;high;unacc
vhigh/high;low/med;2-3;4;small;low;unacc
vhigh/high;low/med;2-3;4;small;med;unacc
vhigh/high;low/med;2-3;4;small;high;acc
vhigh/high;low/med;2-3;4;med;low;unacc
vhigh/high;low/med;2-3;4;med;med;unacc
vhigh/high;low/med;2-3;4;med;high;acc
vhigh/high;low/med;2-3;4;big;low;unacc
vhigh/high;low/med;2-3;4;big;med;acc
vhigh/high;low/med;2-3;4;big;high;acc
vhigh/high;low/med;2-3;more;small;low;unacc
vhigh/high;low/med;2-3;more;small;med;unacc
vhigh/high;low/med;2-3;more;small;high;acc
vhigh/high;low/med;2-3;more;med;low;unacc
vhigh/high;low/med;2-3;more;med;med;acc
vhigh/high;low/med;2-3;more;med;high;acc
vhigh/high;low/med;2-3;more;big;low;unacc
vhigh/high;low/med;2-3;more;big;med;acc
vhigh/high;low/med;2-3;more;big;high;acc
vhigh/high;low/med;4+;2;small;low;unacc
vhigh/high;low/med;4+;2;small;med;unacc
vhigh/high;low/med;4+;2;small;high;unacc
vhigh/high;low/med;4+;2;med;low;unacc
vhigh/high;low/med;4+;2;med;med;unacc
vhigh/high;low/med;4+;2;med;high;unacc
vhigh/high;low/med;4+;2;big;low;unacc
vhigh/high;low/med;4+;2;big;med;unacc
vhigh/high;low/med;4+;2;big;high;unacc
vhigh/high;low/med;4+;4;small;low;unacc
vhigh/high;low/med;4+;4;small;med;unacc
vhigh/high;low/med;4+;4;small;high;acc
vhigh/high;low/med;4+;4;med;low;unacc
vhigh/high;low/med;4+;4;med;med;acc
vhigh/high;low/med;4+;4;med;high;acc
vhigh/high;low/med;4+;4;big;low;unacc
vhigh/high;low/med;4+;4;big;med;acc
vhigh/high;low/med;4+;4;big;high;acc
vhigh/high;low/med;4+;more;small;low;unacc
vhigh/high;low/med;4+;more;small;med;unacc
vhigh/high;low/med;4+;more;small;high;acc
vhigh/high;low/med;4+;more;med;low;unacc
vhigh/high;low/med;4+;more;med;med;acc
vhigh/high;low/med;4+;more;med;high;acc
vhigh/high;low/med;4+;more;big;low;unacc
vhigh/high;low/med;4+;more;big;med;acc
vhigh/high;low/med;4+;more;big;high;acc
vhigh/high;low/med;4+;2;small;low;unacc
vhigh/high;low/med;4+;2;small;med;unacc
vhigh/high;low/med;4+;2;small;high;unacc
vhigh/high;low/med;4+;2;med;low;unacc
vhigh/high;low/med;4+;2;med;med;unacc
